Gene	numberofposfactors	txids	interpolyAdist
ENSG00000128918.14	2	ENST00000558231.5_ENST00000347587.7,ENST00000537372.5,ENST00000249750.8	1639
ENSG00000103569.9	2	ENST00000558772.5_ENST00000219919.8,ENST00000536493.1	1332
ENSG00000166035.10	4	ENST00000414170.7_ENST00000356113.10_ENST00000433326.2_ENST00000299022.9	NA
ENSG00000137845.14	4	ENST00000461408.2_ENST00000561288.1_ENST00000402627.5_ENST00000260408.7	NA
ENSG00000128923.10	2	ENST00000450403.3_ENST00000559228.5	4367
ENSG00000157450.15	4	ENST00000559592.1_ENST00000561186.5,ENST00000557998.5_ENST00000559209.5_ENST00000348370.8	NA
ENSG00000137776.16	3	ENST00000628684.2_ENST00000560494.1,ENST00000432750.5_ENST00000380516.6	NA
ENSG00000157456.7	2	ENST00000559622.5_ENST00000621385.1,ENST00000288207.6	29
ENSG00000157483.8	2	ENST00000559412.1_ENST00000288235.8	3932
ENSG00000140297.12	2	ENST00000560585.5_ENST00000396065.2	2715
ENSG00000140307.10	2	ENST00000396063.5,ENST00000396064.7_ENST00000396060.6	804
ENSG00000140299.11	4	ENST00000415213.6_ENST00000439052.5,ENST00000607373.5_ENST00000612191.4_ENST00000267859.7	NA
ENSG00000182718.16	2	ENST00000332680.8,ENST00000421017.6,ENST00000451270.6_ENST00000396024.7	193
ENSG00000128915.11	2	ENST00000561114.5_ENST00000261520.8	31486
ENSG00000069667.15	3	ENST00000558904.2_ENST00000449337.6,ENST00000309157.8,ENST00000261523.9_ENST00000335670.10	NA
ENSG00000129003.16	3	ENST00000395898.3_ENST00000645819.1,ENST00000395896.8_ENST00000644861.1,ENST00000261517.9,ENST00000249837.7	NA
ENSG00000171914.16	4	ENST00000472902.1_ENST00000494733.5_ENST00000636159.1_ENST00000561311.5	NA
ENSG00000140416.20	10	ENST00000610733.1_ENST00000560959.5_ENST00000558910.3_ENST00000561266.6,ENST00000288398.10,ENST00000559281.6,ENST00000560970.6_ENST00000560445.1_ENST00000317516.12_ENST00000334895.10_ENST00000559556.5_ENST00000404484.9_ENST00000358278.7,ENST00000357980.8,ENST00000267996.11	NA
ENSG00000103642.11	2	ENST00000413507.3_ENST00000261893.8	10590
ENSG00000185088.13	3	ENST00000439025.1_ENST00000462430.5,ENST00000455271.5,ENST00000635699.1,ENST00000411926.1_ENST00000330964.9	NA
ENSG00000138613.13	2	ENST00000380343.8_ENST00000261879.9	3325
ENSG00000074410.13	2	ENST00000344366.7,ENST00000422263.2_ENST00000178638.7	3329
ENSG00000140455.16	4	ENST00000558285.5_ENST00000559711.5_ENST00000380324.7_ENST00000268049.11,ENST00000540797.5	NA
ENSG00000197361.7	4	ENST00000638704.1_ENST00000534939.2_ENST00000560325.1_ENST00000360587.2	NA
ENSG00000035664.11	4	ENST00000558069.5_ENST00000612884.4_ENST00000457488.5_ENST00000261891.7	NA
ENSG00000166797.10	2	ENST00000557835.5_ENST00000380290.7,ENST00000300030.7	1759
ENSG00000028528.14	4	ENST00000559844.5,ENST00000560829.5_ENST00000261889.9_ENST00000560861.1_ENST00000558040.5	NA
ENSG00000169118.17	7	ENST00000635230.1,ENST00000635414.1_ENST00000634909.1,ENST00000606793.3_ENST00000634722.1_ENST00000634654.1,ENST00000634811.1_ENST00000635142.1_ENST00000561349.6,ENST00000607537.6_ENST00000303052.12	NA
ENSG00000166803.12	5	ENST00000625619.1_ENST00000558008.3_ENST00000559519.5_ENST00000380258.6_ENST00000300035.8	NA
ENSG00000103671.9	2	ENST00000558162.1_ENST00000261884.7,ENST00000560475.1	4317
ENSG00000180357.9	2	ENST00000416172.1_ENST00000326648.4	183010
ENSG00000180304.14	3	ENST00000559753.1_ENST00000560258.6_ENST00000326005.10	NA
ENSG00000166839.16	4	ENST00000483400.5,ENST00000496660.5_ENST00000395720.2_ENST00000395723.5_ENST00000319580.12	NA
ENSG00000090487.10	2	ENST00000416889.6_ENST00000559199.5,ENST00000433215.6,ENST00000204566.6	183
ENSG00000103710.10	3	ENST00000434605.2_ENST00000421977.7_ENST00000220062.8	NA
ENSG00000246922.8	2	ENST00000502113.2_ENST00000559089.5	236
ENSG00000074603.18	3	ENST00000559233.5_ENST00000558786.5,ENST00000358939.8,ENST00000300141.10,ENST00000321147.10_ENST00000341861.9	NA
ENSG00000074696.12	7	ENST00000565299.5_ENST00000442729.6_ENST00000562901.5_ENST00000569894.5_ENST00000566074.5,ENST00000566511.5_ENST00000568793.5_ENST00000261875.9	NA
ENSG00000138614.14	6	ENST00000442903.3_ENST00000420799.6_ENST00000569491.5_ENST00000431261.6_ENST00000567744.5_ENST00000313182.6	NA
ENSG00000074621.13	5	ENST00000546330.1,ENST00000544319.6_ENST00000399033.8_ENST00000505666.2_ENST00000261892.10,ENST00000339868.10_ENST00000537259.5	NA
ENSG00000174485.15	4	ENST00000635620.1_ENST00000431932.6_ENST00000443035.7_ENST00000561863.1	NA
ENSG00000103769.9	3	ENST00000564910.5_ENST00000569896.1_ENST00000261890.6	NA
ENSG00000157890.17	5	ENST00000564573.1_ENST00000489275.3_ENST00000395614.5_ENST00000288745.7,ENST00000422354.5_ENST00000409699.6	NA
ENSG00000166938.12	2	ENST00000319212.8_ENST00000319194.9	154
ENSG00000169032.9	2	ENST00000566326.1_ENST00000307102.9	969
ENSG00000174446.12	5	ENST00000566658.1_ENST00000307979.7_ENST00000316634.5_ENST00000395589.6_ENST00000563480.6	NA
ENSG00000174444.14	2	ENST00000568588.5_ENST00000307961.10	1308
ENSG00000174442.11	4	ENST00000565627.5_ENST00000569489.1_ENST00000613446.4,ENST00000446801.6_ENST00000307897.9	NA
ENSG00000188501.11	2	ENST00000537670.5_ENST00000341509.9	289
ENSG00000137834.14	2	ENST00000558937.1_ENST00000288840.9	65311
ENSG00000166949.15	5	ENST00000559092.1_ENST00000537194.6,ENST00000540846.6_ENST00000560424.1_ENST00000439724.7_ENST00000327367.8	NA
ENSG00000103591.12	3	ENST00000542650.5_ENST00000561452.5_ENST00000261880.9	NA
ENSG00000103599.19	4	ENST00000512104.5_ENST00000629425.2_ENST00000358767.7,ENST00000546225.5,ENST00000335894.8_ENST00000558759.1	NA
ENSG00000189227.5	2	ENST00000557807.1_ENST00000342683.5	3505
ENSG00000137764.19	3	ENST00000559262.5_ENST00000557869.2_ENST00000354498.9,ENST00000340972.8,ENST00000395476.6,ENST00000178640.9	NA
ENSG00000033800.13	2	ENST00000545237.1_ENST00000249636.10	5782
ENSG00000129007.14	4	ENST00000467889.1_ENST00000448060.6_ENST00000395465.3_ENST00000540479.5	NA
ENSG00000128973.12	6	ENST00000564752.1_ENST00000637494.1_ENST00000538696.5_ENST00000566347.5_ENST00000565471.6_ENST00000249806.10	NA
ENSG00000169018.5	2	ENST00000566008.1_ENST00000306917.4	4554
ENSG00000137809.16	2	ENST00000315757.8_ENST00000423218.6	6234
ENSG00000140350.15	2	ENST00000560303.1_ENST00000465139.6	1885
ENSG00000255346.9	3	ENST00000455873.7,ENST00000448182.7,ENST00000530406.6_ENST00000388866.7_ENST00000260364.9	NA
ENSG00000137819.13	3	ENST00000561153.5_ENST00000340965.4_ENST00000395407.6	NA
ENSG00000137807.14	3	ENST00000395392.6_ENST00000559279.6_ENST00000352331.8,ENST00000260363.9	NA
ENSG00000137818.11	2	ENST00000560274.1,ENST00000357790.5_ENST00000260379.10	647
ENSG00000140332.15	5	ENST00000559191.5_ENST00000539550.5,ENST00000558201.5,ENST00000559048.5,ENST00000560939.5,ENST00000440567.7,ENST00000557997.5_ENST00000560589.5,ENST00000559929.5_ENST00000317509.12_ENST00000627388.2,ENST00000558939.5	NA
ENSG00000137831.14	4	ENST00000539319.5_ENST00000560441.5_ENST00000379983.6_ENST00000322954.10	NA
ENSG00000166173.10	3	ENST00000559140.2_ENST00000344870.4_ENST00000299213.9	NA
ENSG00000137821.11	4	ENST00000560691.5_ENST00000560369.5_ENST00000260382.9,ENST00000560158.6,ENST00000443425.6_ENST00000544974.6	NA
ENSG00000129028.8	2	ENST00000560604.1_ENST00000249861.8	958
ENSG00000187720.14	3	ENST00000357769.4_ENST00000261862.7_ENST00000355327.7	NA
ENSG00000225362.8	2	ENST00000564862.1_ENST00000566432.1,ENST00000449977.6	316
ENSG00000278570.4	2	ENST00000621098.1_ENST00000617575.4,ENST00000621736.4	3330
ENSG00000066933.15	7	ENST00000424560.2_ENST00000566885.5_ENST00000444904.5_ENST00000564571.5_ENST00000568042.5_ENST00000561618.5_ENST00000356056.9	NA
ENSG00000166192.14	2	ENST00000542035.2_ENST00000340912.5	2726
ENSG00000067225.17	3	ENST00000568459.5_ENST00000565154.5_ENST00000565184.5,ENST00000335181.9,ENST00000319622.10,ENST00000389093.7,ENST00000449901.6,ENST00000568883.5	NA
ENSG00000140488.15	4	ENST00000567083.2_ENST00000395258.7_ENST00000543764.6_ENST00000287202.9	NA
ENSG00000213614.9	4	ENST00000567213.2_ENST00000567159.5_ENST00000566304.5_ENST00000268097.9	NA
ENSG00000166233.14	2	ENST00000562891.2_ENST00000379887.8	19434
ENSG00000159322.17	3	ENST00000563907.5_ENST00000456471.2_ENST00000311669.12	NA
ENSG00000067141.16	2	ENST00000558964.5,ENST00000560262.5_ENST00000560328.1,ENST00000339362.9,ENST00000261908.10	2488
ENSG00000156642.16	2	ENST00000562924.5_ENST00000345330.8,ENST00000351217.10	820
ENSG00000103855.17	3	ENST00000561213.5_ENST00000537340.6_ENST00000318424.9,ENST00000318443.9	NA
ENSG00000205363.5	2	ENST00000379822.5_ENST00000569673.2	4371
ENSG00000067221.13	3	ENST00000359750.8_ENST00000564777.5,ENST00000316900.9,ENST00000316911.10,ENST00000561656.5_ENST00000541638.5	NA
ENSG00000140464.19	7	ENST00000566068.1_ENST00000569477.5_ENST00000565239.5_ENST00000563500.5,ENST00000268059.10,ENST00000354026.10,ENST00000395132.6,ENST00000435786.6,ENST00000436891.7,ENST00000562086.1,ENST00000567606.5_ENST00000395135.7,ENST00000359928.8,ENST00000564428.5,ENST00000569965.5_ENST00000268058.7_ENST00000565898.5	NA
ENSG00000167178.15	5	ENST00000565159.5_ENST00000453268.2_ENST00000565540.1_ENST00000419208.2_ENST00000435464.5,ENST00000361742.7	NA
ENSG00000137868.18	5	ENST00000432245.6_ENST00000574278.5_ENST00000563965.5_ENST00000535552.5_ENST00000395105.8,ENST00000616000.4,ENST00000423167.6,ENST00000323940.9,ENST00000449139.6,ENST00000416286.7	NA
ENSG00000140481.14	2	ENST00000558821.5,ENST00000268082.4,ENST00000398814.7_ENST00000558659.5	331
ENSG00000138623.10	3	ENST00000543145.6_ENST00000542748.6_ENST00000261918.9	NA
ENSG00000179335.18	4	ENST00000566926.1_ENST00000395066.7_ENST00000345005.8_ENST00000563418.2	NA
ENSG00000179151.11	4	ENST00000562174.5_ENST00000568176.5_ENST00000426797.7_ENST00000315127.8	NA
ENSG00000140465.13	4	ENST00000564596.5_ENST00000395049.8_ENST00000567032.5_ENST00000612821.4,ENST00000395048.6,ENST00000617691.4,ENST00000379727.7	NA
ENSG00000103653.16	3	ENST00000439220.6_ENST00000567571.5_ENST00000220003.13	NA
ENSG00000178802.17	9	ENST00000565576.5_ENST00000562606.5_ENST00000563422.5,ENST00000564003.5_ENST00000567177.1_ENST00000563786.5_ENST00000535694.5_ENST00000323744.10_ENST00000566377.5_ENST00000352410.8	NA
ENSG00000178761.14	2	ENST00000565772.5_ENST00000563119.5,ENST00000357635.9	2014
ENSG00000178741.11	4	ENST00000564811.1_ENST00000568517.1_ENST00000562233.5,ENST00000567270.5,ENST00000568783.5_ENST00000322347.10	NA
ENSG00000198794.11	2	ENST00000568081.1_ENST00000562212.5,ENST00000361900.10,ENST00000425597.7	2435
ENSG00000138621.11	5	ENST00000564923.5_ENST00000567336.1_ENST00000568649.5_ENST00000563393.1_ENST00000342932.7	NA
ENSG00000140478.15	2	ENST00000434739.3_ENST00000618219.5	1332
ENSG00000140365.15	2	ENST00000564815.5_ENST00000567195.5,ENST00000562789.5,ENST00000267935.12,ENST00000338995.10	200
ENSG00000140398.13	2	ENST00000569035.5,ENST00000564784.5_ENST00000355059.8	1863
ENSG00000169375.15	4	ENST00000567289.5_ENST00000394949.8_ENST00000360439.8_ENST00000394947.7	NA
ENSG00000169410.9	3	ENST00000561731.1_ENST00000306726.6_ENST00000618819.4	NA
ENSG00000169371.13	3	ENST00000568078.5_ENST00000564675.5_ENST00000564644.5,ENST00000567134.5,ENST00000308588.9	NA
ENSG00000173548.8	2	ENST00000569152.1_ENST00000308527.5	3671
ENSG00000140367.11	3	ENST00000561851.5_ENST00000426727.6,ENST00000569423.5_ENST00000267938.8	NA
ENSG00000167196.13	3	ENST00000453211.6_ENST00000564220.1_ENST00000308275.7	NA
ENSG00000140374.15	3	ENST00000560726.5_ENST00000433983.6_ENST00000557943.5	NA
ENSG00000140386.12	2	ENST00000538941.6,ENST00000324767.11_ENST00000563290.5	284
ENSG00000117906.13	2	ENST00000394883.3,ENST00000320963.9_ENST00000394885.7	4532
ENSG00000140391.14	4	ENST00000558745.5_ENST00000559494.1,ENST00000561277.5_ENST00000346495.6,ENST00000424443.7_ENST00000267970.8	NA
ENSG00000173517.10	3	ENST00000558305.5_ENST00000312493.5_ENST00000560626.6	NA
ENSG00000140382.14	2	ENST00000558845.1_ENST00000381714.7,ENST00000336216.8	6003
ENSG00000169783.12	2	ENST00000561030.5_ENST00000355300.6	643
ENSG00000167202.11	2	ENST00000300584.7,ENST00000409931.7_ENST00000465531.1	10950
ENSG00000183476.12	2	ENST00000409568.6_ENST00000328828.5	539
ENSG00000136425.13	4	ENST00000560618.5_ENST00000557846.5_ENST00000539011.5_ENST00000258930.7	NA
ENSG00000166411.13	4	ENST00000561366.1_ENST00000559205.1_ENST00000558554.5_ENST00000299518.6	NA
ENSG00000103740.9	2	ENST00000560817.5_ENST00000258873.8	3446
ENSG00000140403.12	3	ENST00000489435.2_ENST00000446172.2_ENST00000394852.7,ENST00000343789.7,ENST00000394855.7	NA
ENSG00000140395.8	2	ENST00000558459.5,ENST00000558311.5,ENST00000267973.6_ENST00000558453.5,ENST00000560807.5	5400
ENSG00000136381.12	3	ENST00000560440.5_ENST00000559091.1_ENST00000258886.12	NA
ENSG00000188266.13	4	ENST00000566332.5_ENST00000388988.8_ENST00000569878.5_ENST00000408962.6,ENST00000563233.2	NA
ENSG00000041357.15	5	ENST00000558281.5_ENST00000558094.1_ENST00000560217.5_ENST00000558341.5,ENST00000559082.5,ENST00000413382.6_ENST00000044462.11	NA
ENSG00000169684.13	4	ENST00000394802.4_ENST00000559554.5_ENST00000559576.1_ENST00000299565.9	NA
ENSG00000080644.15	2	ENST00000326828.5_ENST00000348639.7	2253
ENSG00000117971.11	2	ENST00000412074.6_ENST00000261751.7	289
ENSG00000185787.14	4	ENST00000558746.5_ENST00000559345.5_ENST00000379535.8,ENST00000426013.6_ENST00000331268.9	NA
ENSG00000103811.15	2	ENST00000615999.4_ENST00000220166.9	1072
ENSG00000058335.15	2	ENST00000394745.3_ENST00000558480.6,ENST00000419573.7	1995
ENSG00000166557.12	3	ENST00000299705.9_ENST00000536821.5_ENST00000424155.6	NA
ENSG00000259332.3	2	ENST00000479961.1_ENST00000615374.5	45
ENSG00000180953.11	2	ENST00000485386.1_ENST00000562759.1,ENST00000478497.5	57
ENSG00000086666.18	5	ENST00000558688.5_ENST00000561060.5_ENST00000558087.5_ENST00000559775.5,ENST00000558494.5,ENST00000559157.5,ENST00000559835.5_ENST00000613266.4,ENST00000616533.4,ENST00000618205.4,ENST00000261749.10	NA
ENSG00000103876.12	2	ENST00000561421.5,ENST00000261755.9_ENST00000407106.5	603
ENSG00000172379.20	2	ENST00000527771.5_ENST00000533983.5,ENST00000622346.4,ENST00000303329.8	4044
ENSG00000136379.11	3	ENST00000560609.1_ENST00000558464.1_ENST00000258884.4	NA
ENSG00000103888.16	2	ENST00000560027.1_ENST00000220244.7,ENST00000356249.9,ENST00000394685.7	13582
ENSG00000117899.10	2	ENST00000261758.5_ENST00000561312.5	28418
ENSG00000172349.17	4	ENST00000558332.3_ENST00000302987.8_ENST00000394652.6_ENST00000394660.6	NA
ENSG00000188659.9	3	ENST00000566205.1,ENST00000566861.5_ENST00000565432.1_ENST00000339465.5	NA
ENSG00000278662.4	2	ENST00000610657.1_ENST00000621197.4,ENST00000619556.4	2742
ENSG00000214575.9	4	ENST00000617522.4_ENST00000611163.4,ENST00000617462.4,ENST00000616959.4,ENST00000620182.4,ENST00000615198.4_ENST00000618449.4,ENST00000617958.4_ENST00000611031.4,ENST00000614918.4	NA
ENSG00000103723.13	3	ENST00000542200.2_ENST00000535348.5,ENST00000535359.5_ENST00000642989.1,ENST00000620652.4,ENST00000261722.7	NA
ENSG00000186628.12	2	ENST00000541889.1_ENST00000334574.12	3912
ENSG00000103942.12	2	ENST00000450735.6,ENST00000304231.12_ENST00000558090.2	12037
ENSG00000169609.13	5	ENST00000565712.1_ENST00000508990.2_ENST00000304177.9_ENST00000538348.6_ENST00000514272.2	NA
ENSG00000064726.9	2	ENST00000379403.2_ENST00000261721.8	1539
ENSG00000136404.15	4	ENST00000565774.5_ENST00000322019.13_ENST00000379390.10_ENST00000561551.1	NA
ENSG00000166503.8	2	ENST00000299633.6_ENST00000568294.5	15015
ENSG00000169594.13	2	ENST00000569704.1_ENST00000345382.6	1441
ENSG00000156218.12	2	ENST00000567476.1_ENST00000286744.9	415
ENSG00000184206.11	2	ENST00000512109.1_ENST00000422563.6,ENST00000510439.6	2691
ENSG00000176371.13	6	ENST00000334141.7_ENST00000379358.7_ENST00000546148.5_ENST00000327179.6_ENST00000541040.5,ENST00000538076.5_ENST00000358472.3,ENST00000448803.6,ENST00000485222.2	NA
ENSG00000156222.11	2	ENST00000338602.6_ENST00000286749.3,ENST00000394573.5,ENST00000538177.5	49750
ENSG00000073417.14	2	ENST00000339708.9_ENST00000394553.5,ENST00000557957.5,ENST00000310298.8	1113
ENSG00000170776.21	4	ENST00000560302.5_ENST00000560579.5_ENST00000361243.6_ENST00000394518.6,ENST00000394510.6	NA
ENSG00000273540.3	2	ENST00000614907.2_ENST00000441037.7	112897
ENSG00000140538.16	7	ENST00000540489.6_ENST00000317501.7_ENST00000558676.5_ENST00000558576.5,ENST00000542733.6_ENST00000626019.2,ENST00000557856.5_ENST00000629765.2,ENST00000355254.6,ENST00000357724.6,ENST00000360948.6_ENST00000394480.6	NA
ENSG00000259494.1	2	ENST00000558531.1_ENST00000312475.4	5537
ENSG00000181991.15	2	ENST00000353598.6_ENST00000325844.8	2514
ENSG00000140543.14	2	ENST00000558413.1_ENST00000444300.1,ENST00000564406.5,ENST00000268148.12	18290
ENSG00000172183.14	3	ENST00000379224.9_ENST00000560741.5_ENST00000306072.9	NA
ENSG00000157766.16	6	ENST00000558207.5_ENST00000561243.5_ENST00000559004.5_ENST00000352105.11_ENST00000558704.1_ENST00000560601.2,ENST00000439576.6,ENST00000617301.4	NA
ENSG00000140511.11	2	ENST00000562889.5_ENST00000359595.7	543
ENSG00000140545.14	2	ENST00000542878.5_ENST00000268151.11,ENST00000566497.5,ENST00000268150.12	601
ENSG00000140526.17	2	ENST00000565973.5_ENST00000352732.9	6609
ENSG00000140522.11	2	ENST00000563254.1_ENST00000268125.9	133
ENSG00000140525.17	4	ENST00000567996.5_ENST00000570225.5_ENST00000310775.11_ENST00000300027.12	NA
ENSG00000140519.12	2	ENST00000558360.1_ENST00000268122.8	38
ENSG00000166821.8	4	ENST00000559170.1_ENST00000561257.1_ENST00000300056.7_ENST00000561224.5	NA
ENSG00000140527.14	2	ENST00000558000.1_ENST00000268130.11,ENST00000560294.5	39160
ENSG00000188095.4	2	ENST00000341735.3_ENST00000560219.2	62
ENSG00000157823.16	2	ENST00000558011.5_ENST00000336418.8	4841
ENSG00000242498.7	3	ENST00000560096.1_ENST00000460685.1_ENST00000357484.9	NA
ENSG00000140548.9	2	ENST00000558883.1,ENST00000559360.1_ENST00000268154.8	7664
ENSG00000182054.9	3	ENST00000540499.2_ENST00000559482.5_ENST00000330062.7	NA
ENSG00000185033.14	2	ENST00000559247.1_ENST00000559074.5,ENST00000332496.10,ENST00000411539.6	1269
ENSG00000185043.10	2	ENST00000612800.1_ENST00000328649.10	271
ENSG00000182768.8	2	ENST00000411845.3_ENST00000379095.4	2363
ENSG00000196391.10	2	ENST00000354377.7_ENST00000379090.9	6299
ENSG00000140575.12	4	ENST00000559809.2_ENST00000560373.1_ENST00000560738.1_ENST00000268182.9	NA
ENSG00000140577.15	3	ENST00000560098.5_ENST00000268184.10_ENST00000420329.6	NA
ENSG00000197299.10	2	ENST00000560509.5_ENST00000355112.7	832
ENSG00000182511.11	3	ENST00000394302.5,ENST00000394300.7,ENST00000444422.2_ENST00000414248.6_ENST00000328850.7	NA
ENSG00000196547.14	2	ENST00000557865.5_ENST00000559717.5,ENST00000360468.7	2508
ENSG00000184508.11	3	ENST00000559898.5_ENST00000330334.7,ENST00000646620.1_ENST00000394272.7	NA
ENSG00000140553.17	2	ENST00000639885.1_ENST00000394275.6,ENST00000418476.2	377
ENSG00000166965.12	3	ENST00000556618.1_ENST00000555155.5_ENST00000394258.6	NA
ENSG00000198901.13	5	ENST00000442656.6_ENST00000560423.5_ENST00000555455.5_ENST00000361188.9_ENST00000556972.6,ENST00000394249.7	NA
ENSG00000184056.14	2	ENST00000535906.1_ENST00000333371.7	259
ENSG00000185518.11	2	ENST00000545111.6_ENST00000330276.4,ENST00000394232.5	8673
ENSG00000176463.13	2	ENST00000318445.10_ENST00000424469.2	6532
ENSG00000140557.11	2	ENST00000539113.5_ENST00000268164.7	4343
ENSG00000185442.12	4	ENST00000555696.5_ENST00000555064.5_ENST00000555748.5_ENST00000553393.5,ENST00000327355.5	NA
ENSG00000173575.20	6	ENST00000627622.1_ENST00000629346.2_ENST00000628375.2_ENST00000637613.1,ENST00000626782.2,ENST00000420239.6_ENST00000626874.2_ENST00000394196.8	NA
ENSG00000182175.13	4	ENST00000557420.1,ENST00000556658.1_ENST00000557301.2_ENST00000542321.6,ENST00000425933.6,ENST00000543599.5_ENST00000329082.11	NA
ENSG00000140563.14	3	ENST00000543482.5_ENST00000557742.1_ENST00000357742.8	NA
ENSG00000185551.14	3	ENST00000453270.2_ENST00000421109.6_ENST00000394166.7,ENST00000394171.6	NA
ENSG00000185594.4	2	ENST00000558553.1_ENST00000328504.3	437
ENSG00000183571.10	2	ENST00000378919.6_ENST00000535714.1	50
ENSG00000103852.12	4	ENST00000394129.6_ENST00000434594.5_ENST00000394135.7,ENST00000558663.5_ENST00000262074.8,ENST00000394132.6	NA
ENSG00000168904.14	3	ENST00000558879.5_ENST00000331450.9,ENST00000447360.6_ENST00000301981.7	NA
ENSG00000068305.17	4	ENST00000558812.5_ENST00000557785.5_ENST00000449277.6,ENST00000338042.10,ENST00000557942.5_ENST00000354410.9	NA
ENSG00000140470.13	2	ENST00000561355.2_ENST00000268070.8	334299
ENSG00000154227.13	2	ENST00000538112.6,ENST00000394113.5_ENST00000284382.8	2116
ENSG00000140471.16	3	ENST00000560133.5_ENST00000561308.5_ENST00000314742.12	NA
ENSG00000183475.12	3	ENST00000343276.4_ENST00000558747.5_ENST00000332783.11	NA
ENSG00000154237.12	2	ENST00000532029.6_ENST00000388948.7	80464
ENSG00000131871.14	3	ENST00000526049.5_ENST00000531964.5_ENST00000398226.7	NA
ENSG00000131876.16	2	ENST00000559686.3_ENST00000254193.10	3226
ENSG00000140479.16	9	ENST00000331826.11_ENST00000621185.4_ENST00000615296.4_ENST00000611967.4_ENST00000619160.4,ENST00000622483.4_ENST00000632686.1_ENST00000398185.6,ENST00000618548.4,ENST00000611716.4_ENST00000558951.5_ENST00000558864.5	NA
ENSG00000184277.12	3	ENST00000561373.1,ENST00000333202.7,ENST00000347970.7_ENST00000558129.5_ENST00000428002.6,ENST00000559107.5	NA
ENSG00000007384.15	2	ENST00000448893.1_ENST00000262316.10	78
ENSG00000103148.15	2	ENST00000399953.7,ENST00000611875.4_ENST00000620134.4	1546
ENSG00000007392.16	3	ENST00000397780.5_ENST00000442701.1_ENST00000429378.5,ENST00000293872.12,ENST00000629543.2,ENST00000337351.8,ENST00000397783.5	NA
ENSG00000167930.15	4	ENST00000421000.1_ENST00000424016.1_ENST00000301678.7,ENST00000399932.7_ENST00000301679.6	NA
ENSG00000103126.14	2	ENST00000457798.1_ENST00000354866.7,ENST00000262320.7	750
ENSG00000086504.15	2	ENST00000389675.6_ENST00000429738.1,ENST00000199706.12	229
ENSG00000129925.10	3	ENST00000448854.1_ENST00000424078.5,ENST00000250930.7_ENST00000431232.6	NA
ENSG00000103202.12	4	ENST00000450036.1_ENST00000382940.8_ENST00000433358.5_ENST00000397722.5,ENST00000620944.4,ENST00000621774.4,ENST00000219479.6	NA
ENSG00000242612.6	2	ENST00000424398.6_ENST00000219481.9	511
ENSG00000090565.15	3	ENST00000434585.5_ENST00000450428.5_ENST00000262305.8	NA
ENSG00000007541.16	5	ENST00000470411.2,ENST00000422307.6_ENST00000409527.6_ENST00000540241.1_ENST00000026218.9_ENST00000321878.9	NA
ENSG00000103266.10	4	ENST00000566408.5_ENST00000564370.5_ENST00000564316.1,ENST00000565677.5_ENST00000219548.8	NA
ENSG00000161999.11	4	ENST00000562111.1_ENST00000562824.5_ENST00000609261.5_ENST00000412368.6	NA
ENSG00000127580.15	2	ENST00000248142.7_ENST00000293883.8	112
ENSG00000127585.11	2	ENST00000562563.1_ENST00000324361.9,ENST00000397621.5	427
ENSG00000103260.8	3	ENST00000219542.3_ENST00000568415.1_ENST00000568223.6	NA
ENSG00000103253.17	3	ENST00000564545.1_ENST00000561546.5_ENST00000341413.8,ENST00000389703.7,ENST00000564537.5,ENST00000549114.5	NA
ENSG00000102854.15	2	ENST00000566269.6_ENST00000545450.6,ENST00000382862.7,ENST00000563941.5,ENST00000566549.5	67
ENSG00000007376.7	2	ENST00000562070.1_ENST00000561734.5,ENST00000565809.5,ENST00000007264.6,ENST00000567114.5	1180
ENSG00000103227.18	2	ENST00000568897.5_ENST00000543238.5,ENST00000262301.15	878
ENSG00000184471.7	2	ENST00000621771.1_ENST00000328449.5	512
ENSG00000196557.12	2	ENST00000562079.5,ENST00000564231.5,ENST00000569107.5_ENST00000565831.6,ENST00000358590.8,ENST00000638323.1,ENST00000348261.10	688
ENSG00000172236.16	2	ENST00000561736.1_ENST00000338844.7,ENST00000461509.6	38
ENSG00000095917.13	2	ENST00000397534.6_ENST00000211076.4	467
ENSG00000103275.19	5	ENST00000402301.5_ENST00000566587.5_ENST00000403747.6_ENST00000406620.5_ENST00000397514.7,ENST00000325437.9,ENST00000355803.8,ENST00000397515.6	NA
ENSG00000007516.13	4	ENST00000562208.5_ENST00000568887.5_ENST00000421665.6,ENST00000426824.7_ENST00000324385.9,ENST00000397488.6,ENST00000628027.2	NA
ENSG00000090581.9	2	ENST00000527137.2_ENST00000204679.8	11614
ENSG00000059145.18	3	ENST00000301712.5_ENST00000397464.5,ENST00000508903.6_ENST00000248104.11,ENST00000389221.8	NA
ENSG00000103249.17	2	ENST00000262318.12_ENST00000448525.5,ENST00000382745.8	409
ENSG00000251692.7	2	ENST00000293922.1_ENST00000447419.6,ENST00000440447.2	53
ENSG00000187535.13	2	ENST00000568837.1_ENST00000361339.9,ENST00000426508.6	7675
ENSG00000206053.12	5	ENST00000382711.9_ENST00000569765.5,ENST00000382710.8_ENST00000561516.5_ENST00000562684.5_ENST00000248098.7	NA
ENSG00000138834.12	2	ENST00000356010.9_ENST00000610761.1,ENST00000250894.8	1177
ENSG00000103024.7	2	ENST00000564628.1,ENST00000563498.1_ENST00000219302.7	58
ENSG00000162032.15	2	ENST00000301717.8_ENST00000566339.5	37
